id,full_name,pdes,name,diameter,rot_per,BV,UB,IR,spec_B,spec_T,a
a0026050," 26050 (3167 T-2)",26050,,,,,,,,,2.334407875994216
a0026074," 26074 Carlwirtz (1977 TD)",26074,Carlwirtz,,2.5493,,,,,,1.811037243645662
a0026120," 26120 (1991 VZ2)",26120,,,,,,,,,2.323624924112234
a0026129," 26129 (1993 DK)",26129,,,,,,,,,2.434167624126835
a0026189," 26189 (1997 AX12)",26189,,,,,,,,,2.631097106142908
a0026209," 26209 (1997 RD1)",26209,,,,,,,Sq,,2.671501716926942
a0026385," 26385 (1999 RN20)",26385,,,,,,,,,2.15187934920715
a0026471," 26471 Tracybecker (2000 AS152)",26471,Tracybecker,4.600,2.68679,,,,,,1.917840133936167
a0026677," 26677 (2001 EJ18)",26677,,,,,,,,,1.539513463725696
a0026822," 26822 (1988 RG13)",26822,,2.637,,,,,,,2.201510607337168
a0026858," 26858 Misterrogers (1993 FR)",26858,Misterrogers,6.333,8.066,,,,,,2.343693110843602
a0026879," 26879 Haines (1994 NL2)",26879,Haines,,2.7614,,,,,,2.311110897454585
a0027057," 27057 (1998 SP33)",27057,,,,,,,,,2.260373261767269
a0027089," 27089 (1998 UE15)",27089,,,,,,,,,2.167971019217543
a0027234," 27234 (1999 RC2)",27234,,,,,,,,,1.619225283726422
a0027351," 27351 (2000 DO73)",27351,,,9.008,,,,,,2.289103774655645
a0027657," 27657 Berkhey (1974 PC)",27657,Berkhey,,,,,,,,2.254987621217739
a0027995," 27995 (1997 WL2)",27995,,,,,,,,,2.122670370268774
a0028017," 28017 (1997 YV13)",28017,,6.020,47.,,,,,,2.595971637410596
a0028085," 28085 (1998 QO98)",28085,,,,,,,,,2.262038512100795
a0028203," 28203 (1998 XL48)",28203,,1.761,,,,,,,2.196335472222856
a0028565," 28565 (2000 EO58)",28565,,,3.83,,,,,,2.178041890148525
a0029180," 29180 (1990 SW1)",29180,,,,,,,,,2.354855564836904
a0029407," 29407 (1996 UW)",29407,,,6.23,,,,,,2.356374428274698
a0029451," 29451 (1997 RM1)",29451,,,,,,,,,2.421438689884847
a0029566," 29566 (1998 FK5)",29566,,,,,,,,,1.774965634647213
a0029780," 29780 (1999 CJ50)",29780,,,63.50,,,,,,2.248251799756571
a0030105," 30105 (2000 FO3)",30105,,,7.272,,,,,,2.176340867600225
a0030717," 30717 (1937 UD)",30717,,,,,,,,,2.167409129301387
a0030765," 30765 (1981 EJ48)",30765,,,,,,,,,2.336856939738755
a0030767," 30767 Chriskraft (1983 VQ1)",30767,Chriskraft,,,,,,,,2.334980791812622
a0030771," 30771 (1986 PO2)",30771,,,,,,,,,2.38315288406204
a0030775," 30775 Lattu (1987 QX)",30775,Lattu,,,,,,,,2.786895520361096
a0030785," 30785 Greeley (1988 PX)",30785,Greeley,,,,,,,,2.20126997823261
a0030786," 30786 Karkoschka (1988 QC)",30786,Karkoschka,,,,,,,,2.638566895276271
a0030800," 30800 (1989 ST)",30800,,,2.740,,,,,,2.27220663472594
a0030854," 30854 (1991 VB)",30854,,,,,,,,,2.237253985660134
a0030856," 30856 (1991 XE)",30856,,3.441,5.353,,,,,,1.826903756177273
a0030963," 30963 Mount Banzan (1994 WO3)",30963,"Mount Banzan",,,,,,,,2.33566323726961
a0031076," 31076 (1996 XH1)",31076,,,350.,,,,,,1.888293345932114
a0031098," 31098 Frankhill (1997 LQ2)",31098,Frankhill,,,,,,,,2.293247841364708
a0031180," 31180 (1997 YX3)",31180,,,15.6,,,,,,2.784960407370716
a0031318," 31318 (1998 GQ10)",31318,,,,,,,,,2.569949512497107
a0031320," 31320 (1998 HX2)",31320,,,,,,,,,1.946895230170003
a0031367," 31367 (1998 WB9)",31367,,,,,,,,,2.330233735777874
a0031415," 31415 (1999 AK23)",31415,,,,,,,,,2.275601648276807
a0031832," 31832 (2000 AP59)",31832,,2.547,64.,,,,,,2.183417609683196
a0031843," 31843 (2000 CQ80)",31843,,,,,,,,,2.204542170597185
a0031845," 31845 (2000 DK17)",31845,,,,,,,,,2.122371913579477
a0031869," 31869 (2000 EF101)",31869,,3.004,,,,,,,2.270737789061862
a0031881," 31881 (2000 FL15)",31881,,,4.16,,,,,,1.783932379566772
a0031895," 31895 (2000 FX44)",31895,,,,,,,,,2.191426060370959
a0031913," 31913 (2000 GM56)",31913,,,,,,,,,2.333662333920216
a0032039," 32039 (2000 JO23)",32039,,,3.2990,,,,,,2.223252278926291
a0032122," 32122 (2000 LD10)",32122,,,,,,,,,2.366088688677958
a0032575," 32575 (2001 QY78)",32575,,,4.5344,,,,,,2.224538646459721
a0032581," 32581 (2001 QW98)",32581,,,,,,,,,2.235219210942194
a0032827," 32827 (1992 DF1)",32827,,,,,,,,,2.280894138629749
a0032890," 32890 Schwob (1994 AL1)",32890,Schwob,,7.930,,,,,,1.882465080602917
a0032897," 32897 Curtharris (1994 PD)",32897,Curtharris,,,,,,,,2.338529540846273
a0032910," 32910 (1994 TE15)",32910,,,5.5596,,,,,,2.182089396904221
a0033060," 33060 (1997 VY)",33060,,,,,,,,,2.434205136302249
a0033073," 33073 (1997 WU16)",33073,,,,,,,,,2.382315451586149
a0033330," 33330 Bareges (1998 SW)",33330,Bareges,1.901,,,,,,,2.181754102781754
a0033836," 33836 (2000 FB39)",33836,,,,,,,,,2.376287082236139
a0033865," 33865 (2000 JX15)",33865,,,,,,,,,1.884717795963193
a0033881," 33881 (2000 JK66)",33881,,,,,,,,,2.212493287926746
a0034048," 34048 (2000 OR35)",34048,,,,,,,,,2.210900947435893
a0034706," 34706 (2001 OP83)",34706,,,2.5946,,,,,,2.252759169664205
a0034755," 34755 (2001 QW120)",34755,,,,,,,,,2.315445977389555
a0034759," 34759 (2001 QL151)",34759,,,12.219,,,,,,2.717145608365008
a0034817," 34817 Shiominemoto (2001 SE116)",34817,Shiominemoto,,6.382,,,,,,1.878969871798703
a0035056," 35056 Cullers (1984 ST)",35056,Cullers,,,,,,,,2.444568223798634
a0035368," 35368 (1997 UB8)",35368,,,,,,,,,2.331470465541001
a0035709," 35709 (1999 FR28)",35709,,7.243,,,,,,,2.363290422337283
a0036282," 36282 (2000 CT98)",36282,,,,,,,,,2.234400149887291
a0036771," 36771 (2000 RD97)",36771,,,,,,,,,1.863927294282852
a0036779," 36779 (2000 SW1)",36779,,2.091,,,,,,,2.304406168210991
a0037152," 37152 (2000 VV56)",37152,,,,,,,,,2.30812582426425
a0037308," 37308 (2001 OP16)",37308,,,,,,,,,2.121406148859389
a0037314," 37314 (2001 QP)",37314,,,,,,,,,2.559864536831804
a0037329," 37329 (2001 QW108)",37329,,,,,,,,,2.589515083953733
a0037359," 37359 (2001 UM17)",37359,,,,,,,,,2.221065944298729
a0037367," 37367 (2001 VC)",37367,,,,,,,,,2.19571883044164
a0037378," 37378 (2001 VU76)",37378,,,,,,,,,1.845384101715687
a0037384," 37384 (2001 WU1)",37384,,,,,,,,,3.156843131901184
a0037479," 37479 (1130 T-1)",37479,,,,,,,,,1.997691676709548
a0037568," 37568 (1989 TP)",37568,,,51.85,,,,,,1.795849008369285
a0037596," 37596 Cotahuasi (1991 VV6)",37596,Cotahuasi,,,,,,,,2.40260072406917
a0037671," 37671 (1994 UY11)",37671,,,,,,,,,2.384684392954202
a0037802," 37802 (1997 XD11)",37802,,,,,,,,,2.224402510280407
a0038063," 38063 (1999 FH)",38063,,3.395,990.,,,,,,2.342543113219036
a0038066," 38066 (1999 FO19)",38066,,,,,,,,,2.108621922786524
a0038074," 38074 (1999 GX19)",38074,,,,,,,,,2.219489362224455
a0038181," 38181 (1999 JG124)",38181,,,,,,,,,2.309982597890859
a0038647," 38647 (2000 OW8)",38647,,,,,,,,,2.29421485056042
a0038683," 38683 (2000 QQ7)",38683,,2.123,,,,,,,2.292586010613909
a0039096," 39096 (2000 WE1)",39096,,,,,,,,,2.642961453211739
a0039235," 39235 (2000 YH55)",39235,,,,,,,,,2.353410327650475
a0039489," 39489 (1981 EU6)",39489,,,2.258,,,,,,2.31673260849842
a0039557," 39557 Gielgud (1992 JG)",39557,Gielgud,,,,,,,,2.265185415620658
a0039561," 39561 (1992 QA)",39561,,,,,,,,,1.869783405566782
a0039702," 39702 (1996 TZ10)",39702,,,,,,,,,2.370115291194034
a0039741," 39741 Komm (1997 AT6)",39741,Komm,,5.95,,,,,,2.182864653760924
a0039774," 39774 (1997 GO27)",39774,,,,,,,,,1.421401159897433
a0040245," 40245 (1998 WO7)",40245,,,,,,,,,2.133449919348173
a0040271," 40271 (1999 JT)",40271,,,,,,,,,2.293518370593727
a0040310," 40310 (1999 KU4)",40310,,,,,,,S:,,2.193289747436943
a0040315," 40315 (1999 LS)",40315,,,,,,,,,2.143394560071735
a0040430," 40430 (1999 RL28)",40430,,,,,,,,,2.371908730777047
a0040468," 40468 (1999 RF46)",40468,,,11.118,,,,,,2.32376275070741
a0040719," 40719 (1999 SZ2)",40719,,,,,,,,,2.222908441397438
a0041074," 41074 (1999 VL40)",41074,,3.812,,,,,,,2.281911578716897
a0041223," 41223 (1999 XD16)",41223,,,32.52,,,,,,2.646650659536846
a0041434," 41434 (2000 GB82)",41434,,1.345,4.132,,,,,,1.635492560164016
a0041464," 41464 (2000 OL22)",41464,,,,,,,,,1.896993474943204
a0041475," 41475 (2000 PR13)",41475,,,,,,,,,2.289401031192723
a0041503," 41503 (2000 QG148)",41503,,,42.81,,,,,,1.907974498478599
a0041574," 41574 (2000 SQ1)",41574,,,,,,,,,1.856184960347412
a0041577," 41577 (2000 SV2)",41577,,,34.59,,,,,,1.853221119807962
a0041588," 41588 (2000 SC46)",41588,,,5.8325,,,,,,2.34229395301736
a0042501," 42501 (1992 YC)",42501,,,,,,,,,2.28456929651704
a0042531," 42531 McKenna (1995 LJ)",42531,McKenna,,,,,,,,2.309082010527918
a0042609," 42609 Daubechies (1998 DB34)",42609,Daubechies,,,,,,,,2.361803921203327
a0042805," 42805 (1999 JU1)",42805,,,,,,,,,2.156473592438317
a0042811," 42811 (1999 JN81)",42811,,,3.902,,,,,,1.843642411171652
a0042887," 42887 (1999 RV155)",42887,,,,,,,,,2.141443974159064
a0043017," 43017 (1999 VA2)",43017,,,,,,,,,2.271196172408903
a0043369," 43369 (2000 WP3)",43369,,,,,,,,,1.921770846026325
a0044010," 44010 (1997 UH11)",44010,,,,,,,,,2.344945619690179
a0044168," 44168 (1998 JJ4)",44168,,,,,,,,,2.434078996575074
a0044200," 44200 (1998 MJ25)",44200,,,,,,,,,2.42645981021072
a0044619," 44619 (1999 RO42)",44619,,,1.0,,,,,,2.134666316242952
a0045074," 45074 (1999 XA38)",45074,,,,,,,,,2.21164199181781
a0045164," 45164 (1999 XK127)",45164,,,,,,,,,2.376443535853557
a0045251," 45251 (1999 YN)",45251,,,,,,,,,2.335818439927135
a0045764," 45764 (2000 LV)",45764,,,,,,,,,2.417657480689862
a0046433," 46433 (2002 JQ67)",46433,,,,,,,,,2.237730786162899
a0046598," 46598 (1993 FT2)",46598,,,4.8620,,,,,,2.33110546995813
a0046771," 46771 (1998 HM7)",46771,,,,,,,,,2.307553582320614
a0046773," 46773 (1998 HZ12)",46773,,,,,,,,,2.252893254304666
a0046780," 46780 (1998 HH52)",46780,,,,,,,,,2.155347941085135
a0046818," 46818 (1998 MZ24)",46818,,,2.779,,,,,,2.335375580402839
a0047035," 47035 (1998 WS)",47035,,,3.99,,,,Sr,,2.654762178862081
a0047145," 47145 (1999 RN11)",47145,,,,,,,,,1.864606629637327
a0047199," 47199 (1999 TY204)",47199,,,,,,,,,2.154202019973595
a0047343," 47343 (1999 XL45)",47343,,,,,,,,,2.221245502775334
a0047576," 47576 (2000 AW172)",47576,,,,,,,,,2.225444822767171
a0047581," 47581 (2000 AN178)",47581,,,,,,,,,2.206369120336882
a0047588," 47588 (2000 AM201)",47588,,2.340,,,,,,,2.322269256290177
a0047648," 47648 (2000 CA40)",47648,,,,,,,,,2.359587116588125
a0047834," 47834 (2000 EN114)",47834,,4.398,,,,,,,2.382933893066956
a0048338," 48338 (2002 PV27)",48338,,,,,,,,,2.573325340855293
a0048450," 48450 (1991 NA)",48450,,,,,,,,,2.385522032416385
a0048468," 48468 (1991 SS1)",48468,,,,,,,,,2.3708284317949
a0048570," 48570 (1994 EA2)",48570,,,,,,,,,2.203850998337755
a0048621," 48621 (1995 OC)",48621,,,,,,,,,2.204850930209596
a0048864," 48864 (1998 HK43)",48864,,,4.0725,,,,,,2.255181563173539
a0049385," 49385 (1998 XA12)",49385,,,2.5231,,,,,,2.365435807559375
a0049664," 49664 (1999 MV)",49664,,,,,,,,,1.891072319375639
a0049952," 49952 (1999 XH212)",49952,,,,,,,,,2.163202191336329
a0050143," 50143 (2000 AB132)",50143,,,,,,,,,2.27345774825346
a0050354," 50354 (2000 CX70)",50354,,,,,,,,,2.251383055902
a0050867," 50867 (2000 GM4)",50867,,,,,,,,,2.28447483230785
a0051075," 51075 (2000 GG162)",51075,,1.796,1.0,,,,,,2.331978376580857
a0051157," 51157 (2000 HB57)",51157,,,,,,,,,2.254589010569073
a0051356," 51356 (2000 RY76)",51356,,,2.5572,,,,,,1.812009646642231
a0051773," 51773 (2001 MV)",51773,,,3.9976,,,,,,2.287746072311464
a0052297," 52297 (1991 CH2)",52297,,,,,,,,,2.580789971929946
a0052310," 52310 (1991 VJ)",52310,,,,,,,,,2.340535893428483
a0052317," 52317 (1992 BC1)",52317,,,34.07,,,,,,2.379238911149817
a0052384," 52384 Elenapanko (1993 HZ5)",52384,Elenapanko,,,,,,,,1.851957969796781
a0052439," 52439 (1994 QL)",52439,,,,,,,,,1.926621568995543
a0052453," 52453 (1994 WC)",52453,,,,,,,,,2.417862455986006
a0052722," 52722 (1998 GK)",52722,,,11.587,,,,,,1.932807513414274
a0052730," 52730 (1998 HN4)",52730,,,,,,,,,2.177568323832904
a0052800," 52800 (1998 QT60)",52800,,,,,,,,,2.448565860124826
a0053431," 53431 (1999 UQ10)",53431,,2.500,2.650,,,,,,1.836535629031924
a0053432," 53432 (1999 UT55)",53432,,,3.330,,,,,,1.871886560573917
a0054697," 54697 (2001 FA70)",54697,,,3.05204,,,,,,2.382156722373604
a0054718," 54718 (2001 HB61)",54718,,,,,,,,,2.322814228230033
a0054754," 54754 (2001 KJ56)",54754,,3.695,,,,,,,2.407104337815734
a0055043," 55043 (2001 QL59)",55043,,,2.619,,,,,,2.377615474432391
a0055333," 55333 (2001 SZ117)",55333,,,,,,,,,2.609711769860827
a0055380," 55380 (2001 SB264)",55380,,2.897,,,,,,,2.363187174871292
a0055401," 55401 (2001 SX316)",55401,,,,,,,,,2.401663406393705
a0055757," 55757 (1991 XN)",55757,,,,,,,,,2.319023366474485
a0055760," 55760 (1992 BL1)",55760,,,8.0813,,,,,,2.376900164963499
a0055825," 55825 (1995 SD4)",55825,,,,,,,,,2.152499754325671
a0055969," 55969 (1998 KH56)",55969,,,,,,,,,1.920019158609122
a0056116," 56116 (1999 CZ7)",56116,,3.878,3.12,,,,,,2.320433146149675
a0056950," 56950 (2000 SA2)",56950,,2.490,,,,,,,2.300640370651696
a0057004," 57004 (2000 SP349)",57004,,,,,,,,,2.389532110594871
a0057047," 57047 (2001 LG1)",57047,,,,,,,,,2.312765402715289
a0057878," 57878 (2001 YZ148)",57878,,,,,,,,,2.362906849003587
a0057924," 57924 (2002 FO28)",57924,,,,,,,,,2.391189797488551
a0058023," 58023 (2002 VR40)",58023,,,,,,,,,2.346257343871331
a0058046," 58046 (2002 XA14)",58046,,,,,,,,,2.295097554330356
a0058050," 58050 (2002 YA)",58050,,3.049,,,,,,,2.622957032712245
a0058070," 58070 (1034 T-2)",58070,,,,,,,,,2.347477417156386
a0058141," 58141 (1981 UW22)",58141,,,,,,,,,2.222763441669831
a0058149," 58149 (1987 SX11)",58149,,,,,,,,,2.665506609640484
a0058175," 58175 (1990 SE15)",58175,,,,,,,,,2.244337918020759
a0058285," 58285 (1993 YN)",58285,,,,,,,,,2.427738558849042
a0058325," 58325 (1994 RE11)",58325,,2.191,,,,,,,2.527549354705271
a0058683," 58683 (1998 AJ10)",58683,,,,,,,,,2.252561259747115
a0058980," 58980 (1998 RG47)",58980,,,,,,,,,2.213115497142883
a0059490," 59490 (1999 JD4)",59490,,3.307,18.8363,,,,,,2.357799244063013
a0059836," 59836 (1999 RN44)",59836,,,,,,,,,2.330418407034834
a0059979," 59979 (1999 SV5)",59979,,,,,,,,,1.920759073245957
a0060187," 60187 (1999 VL23)",60187,,,,,,,,,2.264176630993688
a0060216," 60216 (1999 VG82)",60216,,,5.288,,,,,,2.356607970148984
a0060375," 60375 (2000 AY146)",60375,,,,,,,,,1.920060029902967
a0060396," 60396 (2000 AG243)",60396,,,,,,,,,1.925637249836294
a0060689," 60689 (2000 GG37)",60689,,,,,,,,,2.16458576898868
a0060733," 60733 (2000 GL80)",60733,,,,,,,,,2.270226478359989
a0060735," 60735 (2000 GF82)",60735,,,,,,,,,2.344865022611289
a0060886," 60886 (2000 JB10)",60886,,,,,,,,,2.169519319986086
a0060924," 60924 (2000 JF44)",60924,,,,,,,,,2.257896024489368
a0061256," 61256 (2000 OT25)",61256,,,,,,,,,2.291769275515109
a0061343," 61343 (2000 PC5)",61343,,,,,,,,,2.246672113171864
a0061416," 61416 (2000 QL12)",61416,,,,,,,,,2.250777509320368
a0061550," 61550 (2000 QK70)",61550,,,,,,,,,2.278201091108846
a0061799," 61799 (2000 QC184)",61799,,,,,,,,,2.353534181934332
a0062042," 62042 (2000 RF65)",62042,,,,,,,,,2.349721841337089
a0062047," 62047 (2000 RE66)",62047,,,,,,,,,2.400797284845753
a0062268," 62268 (2000 SQ90)",62268,,,,,,,,,2.40536945846744
a0062730," 62730 (2000 TE59)",62730,,1.795,,,,,,,2.303152851201836
a0063160," 63160 (2000 YN8)",63160,,,,,,,,,2.184679130929963
a0063164," 63164 (2000 YU14)",63164,,,,,,,,,2.271677248178342
a0063341," 63341 (2001 FD77)",63341,,,,,,,,,2.627129367230667
a0063583," 63583 (2001 QP31)",63583,,,2.855,,,,,,2.302222184306461
a0065335," 65335 (2002 LR58)",65335,,,,,,,,,2.532229865822925
a0065425," 65425 (2002 TL129)",65425,,,,,,,,,2.164000354627118
a0065433," 65433 (2002 TX238)",65433,,,6.5888,,,,,,2.330119820589593
a0065682," 65682 (1990 QU2)",65682,,,,,,,,,2.211387100078268
a0065742," 65742 (1993 TY18)",65742,,,,,,,,,2.253735113759606
a0065757," 65757 (1994 FV)",65757,,,,,,,,,1.924557218968848
a0065776," 65776 (1995 SW3)",65776,,,,,,,,,2.348242514045249
a0065784," 65784 Naderayama (1995 UF4)",65784,Naderayama,,6.592,,,,,,2.247984504443379
a0065808," 65808 (1996 LO1)",65808,,1.566,,,,,,,2.323935342007633
a0065817," 65817 (1996 TC33)",65817,,,,,,,,,2.308858466293974
a0065999," 65999 (1998 ND)",65999,,,,,,,,,2.282285102707271
a0066269," 66269 (1999 JN3)",66269,,3.700,,,,,,,2.304526886119359
a0066294," 66294 (1999 JS27)",66294,,,,,,,,,2.432830836052783
a0066358," 66358 (1999 JW87)",66358,,,,,,,,,2.31524150434634
a0066419," 66419 (1999 NR13)",66419,,,56.71,,,,,,2.367283363430242
a0067284," 67284 (2000 GD1)",67284,,,,,,,,,1.865625544333315
a0067473," 67473 (2000 RH6)",67473,,,,,,,,,2.183236261807437
a0067502," 67502 (2000 RE44)",67502,,3.133,,,,,,,2.323863220509069
a0067522," 67522 (2000 RB79)",67522,,,,,,,,,2.176406185864789
a0067729," 67729 (2000 UQ23)",67729,,,,,,,,,2.190964296816833
a0067865," 67865 (2000 WG23)",67865,,,,,,,,,2.170315865046605
a0067943," 67943 (2000 WP151)",67943,,,,,,,,,2.141740700755066
a0068134," 68134 (2001 AT18)",68134,,,7.105,,,,,,2.278882370031607
a0068569," 68569 (2001 YE3)",68569,,2.764,,,,,,,2.161703356702467
a0068944," 68944 (2002 PQ130)",68944,,7.068,,,,,,,2.45167660640497
a0069045," 69045 (2002 XN59)",69045,,,,,,,,,2.292955849787204
a0069117," 69117 (2003 EX2)",69117,,,4.74608,,,,,,2.347438914437349
a0069239," 69239 (1978 XT)",69239,,,,,,,,,2.577482974191107
a0069260," 69260 Tonyjudt (1982 TJ)",69260,Tonyjudt,,,,,,,,2.596459940548562
a0069274," 69274 (1989 UZ1)",69274,,,,,,,,,2.27737674623679
a0069307," 69307 (1992 ON)",69307,,,,,,,,,1.934654850867915
a0069311," 69311 Russ (1992 QC)",69311,Russ,5.814,,,,,,,2.374100691120841
a0069350," 69350 (1993 YP)",69350,,,31.79,,,,,,1.859230450861606
a0069466," 69466 (1996 VZ5)",69466,,,,,,,,,2.399765525335934
a0069701," 69701 (1998 HP49)",69701,,,,,,,,,1.715586656713067
a0070055," 70055 (1999 JN6)",70055,,2.475,,,,,,,2.342565720151877
a0070056," 70056 (1999 JJ8)",70056,,,,,,,,,2.298732338870865
a0070111," 70111 (1999 LM7)",70111,,,,,,,,,2.389077140973818
a0071997," 71997 (2000 WD178)",71997,,,,,,,,,2.292179391266735
a0072044," 72044 (2000 YH5)",72044,,1.397,,,,,,,2.270022859100475
a0072204," 72204 (2000 YV133)",72204,,,,,,,,,2.340427521322071
a0072569," 72569 (2001 EC13)",72569,,3.374,,,,,,,2.347311172752941
a0073534," 73534 Liviasavioli (2003 OD7)",73534,Liviasavioli,,,,,,,,2.205990725886094
a0073575," 73575 (4789 P-L)",73575,,,,,,,,,2.215816636053762
a0073669," 73669 (1981 WL2)",73669,,,,,,,,,1.825490864671681
a0073673," 73673 (1986 RX1)",73673,,,,,,,,,2.554488995536795
a0073681," 73681 (1989 TL18)",73681,,,,,,,,,2.294553724134077
a0073735," 73735 (1993 QE3)",73735,,,,,,,,,2.144223883952705
a0073865," 73865 (1997 AW)",73865,,,,,,,,,2.378482644104926
a0074217," 74217 (1998 RB73)",74217,,,,,,,,,2.418125418278921
a0074523," 74523 (1999 GA6)",74523,,,,,,,,,2.002468180181446
a0074539," 74539 (1999 JD15)",74539,,2.175,,,,,,,2.352666198889795
a0074558," 74558 (1999 LT13)",74558,,,,,,,,,2.169762416509547
a0074561," 74561 (1999 LE18)",74561,,,,,,,,,2.201454714273762
a0074564," 74564 (1999 NY1)",74564,,,,,,,,,2.304022315862446
a0074576," 74576 (1999 NG25)",74576,,,,,,,,,2.330370908911074
a0074644," 74644 (1999 RK63)",74644,,,,,,,,,2.402501276682894
a0074721," 74721 (1999 RH167)",74721,,,,,,,,,2.362493301656718
a0074779," 74779 (1999 RF241)",74779,,,6.189,,,,,,2.353685128485596
a0074789," 74789 (1999 SY5)",74789,,,,,,,,,2.328423910892313
a0074823," 74823 (1999 TD15)",74823,,2.374,33.451,,,,,,2.356257755074148
a0074839," 74839 (1999 TZ34)",74839,,,,,,,,,2.329082064943695
a0074998," 74998 (1999 TV276)",74998,,,,,,,,,2.371195232755904
a0075015," 75015 (1999 UW4)",75015,,,,,,,,,2.217690812645033
a0075017," 75017 (1999 UE5)",75017,,,,,,,,,2.336075730130884
a0075079," 75079 (1999 VN24)",75079,,3.972,6.632,,,,,,2.317506475587395
a0075303," 75303 (1999 XQ35)",75303,,,,,,,,,2.625680982286235
a0075409," 75409 (1999 XR104)",75409,,,,,,,,,2.338645487126914
a0075412," 75412 (1999 XJ108)",75412,,,,,,,,,2.318279924658511
a0075567," 75567 (2000 AK1)",75567,,,,,,,,,2.298300016274018
a0075933," 75933 (2000 CB75)",75933,,,,,,,,,2.555640367430014
a0076789," 76789 (2000 LG16)",76789,,,,,,,,,1.983139069142736
a0076828," 76828 (2000 SL161)",76828,,,,,,,,,1.997547001638073
a0076978," 76978 (2001 BY60)",76978,,,6.897,,,,,,2.22354620640515
a0077971," 77971 Donnolo (2002 JA11)",77971,Donnolo,,,,,,,,2.320080650388794
a0078545," 78545 (2002 RT121)",78545,,,,,,,,,2.205855247430767
a0078587," 78587 (2002 SZ12)",78587,,,,,,,,,2.372545085384881
a0079137," 79137 (1991 PD15)",79137,,,,,,,,,2.262895159720837
a0079150," 79150 (1992 UR7)",79150,,,,,,,,,2.178558102406383
a0079219," 79219 (1994 LN)",79219,,,,,,,,,1.914668125943878
a0079512," 79512 (1998 KE3)",79512,,,,,,,,,2.048651154383677
a0079558," 79558 (1998 QE51)",79558,,,,,,,,,2.184769398865518
a0079571," 79571 (1998 QG92)",79571,,,,,,,,,2.372885683169214
a0079576," 79576 (1998 QG98)",79576,,,,,,,,,2.228453851270459
a0079611," 79611 (1998 RC52)",79611,,,,,,,,,2.347306190795452
a0079721," 79721 (1998 SE112)",79721,,,10.2,,,,,,2.236057202564888
a0080023," 80023 (1999 JY1)",80023,,,,,,,,,1.901583396375285
a0080098," 80098 (1999 MV1)",80098,,,,,,,,,2.178427200874078
a0080107," 80107 (1999 RG29)",80107,,,,,,,,,2.149770393789637
a0080250," 80250 (1999 WW9)",80250,,,,,,,,,2.308116766840282
a0080356," 80356 (1999 XM124)",80356,,,,,,,,,2.181820773860017
a0080366," 80366 (1999 XA142)",80366,,2.885,,,,,,,2.281640007053453
a0080593," 80593 (2000 AG144)",80593,,,,,,,,,2.287135263333517
a0082059," 82059 (2000 UM30)",82059,,1.698,,,,,,,1.980722920218888
a0082085," 82085 (2001 CL20)",82085,,,,,,,,,1.92148168355062
a0082105," 82105 (2001 FG26)",82105,,,,,,,,,2.201061515712998
a0082124," 82124 (2001 FO78)",82124,,,,,,,,,2.229361477937435
a0082233," 82233 (2001 JF1)",82233,,,,,,,,,2.209415060684614
a0082474," 82474 (2001 OB23)",82474,,,,,,,,,2.304480936948157
a0082676," 82676 (2001 PV23)",82676,,,,,,,,,2.347175119545915
a0082913," 82913 (2001 QN103)",82913,,,,,,,,,2.361245834779252
a0083120," 83120 (2001 QP246)",83120,,,,,,,,,2.314616462193465
a0083988," 83988 (2002 LC34)",83988,,,53.595,,,,,,2.159540407495114
a0083992," 83992 (2002 MG3)",83992,,,,,,,,,2.282133298811196
a0084667," 84667 (2002 VO82)",84667,,,,,,,,,2.279235275157339
a0085118," 85118 (1971 UU)",85118,,4.828,10.098,,,,,,2.604633322387338
a0085119," 85119 Hannieschaft (1972 RD)",85119,Hannieschaft,,,,,,,,1.921036632653571
a0085158," 85158 Phyllistrapp (1987 UT1)",85158,Phyllistrapp,,,,,,,,2.300353145988131
a0085165," 85165 (1988 TV2)",85165,,,,,,,,,2.558732392798678
a0085185," 85185 Lederman (1991 LM3)",85185,Lederman,,,,,,,,2.175986346350826
a0085235," 85235 (1993 JA)",85235,,,,,,,,,1.962247657409958
a0085274," 85274 (1994 GH)",85274,,,,,,,,,2.149126652802967
a0085372," 85372 (1996 EO12)",85372,,,,,,,,,2.209043118618762
a0085383," 85383 (1996 MS)",85383,,,,,,,,,2.584979972462395
a0085546," 85546 (1997 XH1)",85546,,,,,,,,,2.372273397880166
a0085762," 85762 (1998 TH4)",85762,,,,,,,,,2.177936839759047
a0085848," 85848 (1998 YP29)",85848,,,,,,,,,2.198703757572638
a0086025," 86025 (1999 LX3)",86025,,,,,,,,,1.794935642543485
a0086194," 86194 (1999 SD2)",86194,,,,,,,,,1.863327585356713
