id,full_name,pdes,name,diameter,rot_per,BV,UB,IR,spec_B,spec_T,a
bK12UG6C,"       (2012 UC166)","2012 UC166",,,,,,,,,1.953374270020764
bK12UG6N,"       (2012 UN166)","2012 UN166",,,,,,,,,2.775064235080512
bK12UH3Z,"       (2012 UZ173)","2012 UZ173",,,,,,,,,3.04451364910995
bK12UH4G,"       (2012 UG174)","2012 UG174",,,,,,,,,2.325673927395858
bK12UH8K,"       (2012 UK178)","2012 UK178",,,,,,,,,1.761431164555249
bK12V00S,"       (2012 VS)","2012 VS",,,,,,,,,1.86436459685523
bK12V01X,"       (2012 VX1)","2012 VX1",,,,,,,,,1.80127949281006
bK12V01Y,"       (2012 VY1)","2012 VY1",,,,,,,,,1.81789399583978
bK12V02A,"       (2012 VA2)","2012 VA2",,,,,,,,,1.791321509911494
bK12V02C,"       (2012 VC2)","2012 VC2",,,,,,,,,1.802245206013267
bK12V04S,"       (2012 VS4)","2012 VS4",,,,,,,,,1.90775656950858
bK12V04V,"       (2012 VV4)","2012 VV4",,,,,,,,,2.162657297669153
bK12V04X,"       (2012 VX4)","2012 VX4",,,,,,,,,1.855681623379157
bK12V06B,"       (2012 VB6)","2012 VB6",,,,,,,,,2.527836848064663
bK12V06R,"       (2012 VR6)","2012 VR6",,,,,,,,,2.695708196849886
bK12V06U,"       (2012 VU6)","2012 VU6",,,,,,,,,1.862399419228315
bK12V06Z,"       (2012 VZ6)","2012 VZ6",,,,,,,,,2.206689284702919
bK12V07J,"       (2012 VJ7)","2012 VJ7",,,,,,,,,2.59267967895825
bK12V07K,"       (2012 VK7)","2012 VK7",,,,,,,,,1.847342327163515
bK12V07L,"       (2012 VL7)","2012 VL7",,,,,,,,,2.998190121820044
bK12V07Q,"       (2012 VQ7)","2012 VQ7",,,,,,,,,2.226233541953172
bK12V15X,"       (2012 VX15)","2012 VX15",,,,,,,,,1.726636463417445
bK12V16P,"       (2012 VP16)","2012 VP16",,,,,,,,,2.303448983775978
bK12V18M,"       (2012 VM18)","2012 VM18",,,,,,,,,2.601931909093452
bK12V18O,"       (2012 VO18)","2012 VO18",,,,,,,,,2.262564490149467
bK12V19C,"       (2012 VC19)","2012 VC19",,,,,,,,,2.673158164135345
bK12V25U,"       (2012 VU25)","2012 VU25",,,,,,,,,1.805944963730464
bK12V25W,"       (2012 VW25)","2012 VW25",,,,,,,,,1.918718000106628
bK12V26L,"       (2012 VL26)","2012 VL26",,,,,,,,,1.783062287977746
bK12V34L,"       (2012 VL34)","2012 VL34",,,,,,,,,2.799090675450423
bK12V34N,"       (2012 VN34)","2012 VN34",,,,,,,,,2.201047425252369
bK12V36V,"       (2012 VV36)","2012 VV36",,,,,,,,,2.276160261272962
bK12V37A,"       (2012 VA37)","2012 VA37",,,,,,,,,2.230952825726364
bK12V37H,"       (2012 VH37)","2012 VH37",,,,,,,,,2.184471478194955
bK12V41N,"       (2012 VN41)","2012 VN41",,,,,,,,,2.248122184539245
bK12V45N,"       (2012 VN45)","2012 VN45",,,,,,,,,1.866644897505554
bK12V62K,"       (2012 VK62)","2012 VK62",,,,,,,,,2.038150932114838
bK12V73U,"       (2012 VU73)","2012 VU73",,,,,,,,,2.660037697350742
bK12V76L,"       (2012 VL76)","2012 VL76",,,,,,,,,2.108843829808215
bK12V76W,"       (2012 VW76)","2012 VW76",,,,,,,,,2.600022636816874
bK12V76X,"       (2012 VX76)","2012 VX76",,,,,,,,,2.664849445678064
bK12V77C,"       (2012 VC77)","2012 VC77",,,,,,,,,2.611390647338622
bK12V77V,"       (2012 VV77)","2012 VV77",,,,,,,,,2.306996324275145
bK12V80B,"       (2012 VB80)","2012 VB80",,,,,,,,,2.335729830794692
bK12V80C,"       (2012 VC80)","2012 VC80",,,,,,,,,2.885929282281561
bK12V82D,"       (2012 VD82)","2012 VD82",,,,,,,,,2.196027356471214
bK12V84Q,"       (2012 VQ84)","2012 VQ84",,,,,,,,,2.142245218981388
bK12VB0Y,"       (2012 VY110)","2012 VY110",,,,,,,,,2.031194827155992
bK12W04H,"       (2012 WH4)","2012 WH4",,,,,,,,,3.165517845472865
bK12W04J,"       (2012 WJ4)","2012 WJ4",,,,,,,,,3.169770661117678
bK12W04M,"       (2012 WM4)","2012 WM4",,,,,,,,,2.308808650727633
bK12W10O,"       (2012 WO10)","2012 WO10",,,,,,,,,2.56863806601039
bK12W10P,"       (2012 WP10)","2012 WP10",,,,,,,,,1.834622684253678
bK12W12Y,"       (2012 WY12)","2012 WY12",,,,,,,,,1.8322759
bK12W15E,"       (2012 WE15)","2012 WE15",,,,,,,,,1.822315011577399
bK12W16X,"       (2012 WX16)","2012 WX16",,,,,,,,,1.716108231251259
bK12W17A,"       (2012 WA17)","2012 WA17",,,,,,,,,1.719399232687495
bK12W22Q,"       (2012 WQ22)","2012 WQ22",,,,,,,,,2.26199077495295
bK12W28H,"       (2012 WH28)","2012 WH28",,,,,,,,,1.943169811258608
bK12W30Z,"       (2012 WZ30)","2012 WZ30",,,,,,,,,2.17903449893522
bK12W32Z,"       (2012 WZ32)","2012 WZ32",,,,,,,,,2.225401201756774
bK12W33A,"       (2012 WA33)","2012 WA33",,,,,,,,,2.243025890277401
bK12X00K,"       (2012 XK)","2012 XK",,,,,,,,,2.593891877774531
bK12X02J,"       (2012 XJ2)","2012 XJ2",,,,,,,,,2.277546753564086
bK12X02O,"       (2012 XO2)","2012 XO2",,,,,,,,,2.609091608888665
bK12X04O,"       (2012 XO4)","2012 XO4",,,,,,,,,2.230387672279686
bK12X06S,"       (2012 XS6)","2012 XS6",,,,,,,,,1.855322601992559
bK12X06T,"       (2012 XT6)","2012 XT6",,,,,,,,,1.797939643860658
bK12X06U,"       (2012 XU6)","2012 XU6",,,,,,,,,1.877331495695071
bK12X06W,"       (2012 XW6)","2012 XW6",,,,,,,,,1.780291922962265
bK12X08L,"       (2012 XL8)","2012 XL8",,,,,,,,,2.585143021724777
bK12X09S,"       (2012 XS9)","2012 XS9",,,,,,,,,2.726439552060423
bK12X10A,"       (2012 XA10)","2012 XA10",,,,,,,,,2.199009159972765
bK12X16A,"       (2012 XA16)","2012 XA16",,,,,,,,,2.354501860555155
bK12X16R,"       (2012 XR16)","2012 XR16",,,,,,,,,2.242821620325008
bK12X16S,"       (2012 XS16)","2012 XS16",,,,,,,,,2.590943216535918
bK12X17H,"       (2012 XH17)","2012 XH17",,,,,,,,,2.438992269917875
bK12X22H,"       (2012 XH22)","2012 XH22",,,,,,,,,2.387460607871501
bK12X23Q,"       (2012 XQ23)","2012 XQ23",,,,,,,,,2.230587150534462
bK12X54F,"       (2012 XF54)","2012 XF54",,,,,,,,,2.322895072555133
bK12X54G,"       (2012 XG54)","2012 XG54",,,,,,,,,2.601237442235935
bK12X54R,"       (2012 XR54)","2012 XR54",,,,,,,,,2.536517150199681
bK12X54S,"       (2012 XS54)","2012 XS54",,,,,,,,,2.367351839699878
bK12X54Z,"       (2012 XZ54)","2012 XZ54",,,,,,,,,2.039906780983112
bK12X55R,"       (2012 XR55)","2012 XR55",,,,,,,,,2.602456764091459
bK12X55U,"       (2012 XU55)","2012 XU55",,,,,,,,,2.814081008908618
bK12X55Z,"       (2012 XZ55)","2012 XZ55",,,,,,,,,1.887928202371349
bK12X56N,"       (2012 XN56)","2012 XN56",,,,,,,,,2.319584899865829
bK12X78Z,"       (2012 XZ78)","2012 XZ78",,,,,,,,,2.25397034781509
bK12XA4B,"       (2012 XB104)","2012 XB104",,,,,,,,,2.759188932492136
bK12XA7A,"       (2012 XA107)","2012 XA107",,,,,,,,,1.858533894464604
bK12XB0H,"       (2012 XH110)","2012 XH110",,,,,,,,,2.888962702870621
bK12XB1E,"       (2012 XE111)","2012 XE111",,,,,,,,,2.375105412231122
bK12XB1H,"       (2012 XH111)","2012 XH111",,,,,,,,,1.858689414208924
bK12XB1X,"       (2012 XX111)","2012 XX111",,,,,,,,,2.554371732019494
bK12XB2L,"       (2012 XL112)","2012 XL112",,,,,,,,,2.291704411427582
bK12XB2N,"       (2012 XN112)","2012 XN112",,,,,,,,,1.849634343149531
bK12XB2O,"       (2012 XO112)","2012 XO112",,,,,,,,,1.6333903230389
bK12XB5F,"       (2012 XF115)","2012 XF115",,,,,,,,,2.273683241943814
bK12XB7T,"       (2012 XT117)","2012 XT117",,,,,,,,,2.688115862188486
bK12XC6O,"       (2012 XO126)","2012 XO126",,,,,,,,,1.867773615438343
bK12XD1M,"       (2012 XM131)","2012 XM131",,,,,,,,,1.983508863053153
bK12XD2V,"       (2012 XV132)","2012 XV132",,,,,,,,,2.156543994385342
bK12XD2X,"       (2012 XX132)","2012 XX132",,,,,,,,,2.655587647477661
bK12XF6R,"       (2012 XR156)","2012 XR156",,,,,,,,,2.3231114122904
bK12Y00A,"       (2012 YA)","2012 YA",,,,,,,,,2.183430804092148
bK12Y00C,"       (2012 YC)","2012 YC",,,,,,,,,1.876858991620024
bK12Y02V,"       (2012 YV2)","2012 YV2",,,,,,,,,2.597254168036022
bK12Y03A,"       (2012 YA3)","2012 YA3",,,,,,,,,2.540690890046153
bK12Y03C,"       (2012 YC3)","2012 YC3",,,,,,,,,2.561860159607784
bK12Y03J,"       (2012 YJ3)","2012 YJ3",,,,,,,,,1.779935206862291
bK12Y03K,"       (2012 YK3)","2012 YK3",,,,,,,,,1.870700304759153
bK12Y03M,"       (2012 YM3)","2012 YM3",,,,,,,,,2.799074885431038
bK12Y03S,"       (2012 YS3)","2012 YS3",,,,,,,,,2.622664151063052
bK12Y05L,"       (2012 YL5)","2012 YL5",,,,,,,,,2.623521628084034
bK12Y05M,"       (2012 YM5)","2012 YM5",,,,,,,,,1.8678519
bK12Y05V,"       (2012 YV5)","2012 YV5",,,,,,,,,1.858925665220084
bK12Y06T,"       (2012 YT6)","2012 YT6",,,,,,,,,1.882510042973018
bK12Y07M,"       (2012 YM7)","2012 YM7",,,,,,,,,2.330179145281981
bK12Y07W,"       (2012 YW7)","2012 YW7",,,,,,,,,1.69193359904476
bK12Y07Z,"       (2012 YZ7)","2012 YZ7",,,,,,,,,2.415611546802315
bK12Y08A,"       (2012 YA8)","2012 YA8",,,,,,,,,1.894467502652181
bK12Y08M,"       (2012 YM8)","2012 YM8",,,,,,,,,1.8927696
bK13A00Q,"       (2013 AQ)","2013 AQ",,,,,,,,,1.869737565074496
bK13A01A,"       (2013 AA1)","2013 AA1",,,,,,,,,1.872940788245446
bK13A01E,"       (2013 AE1)","2013 AE1",,,,,,,,,1.874535220161217
bK13A03X,"       (2013 AX3)","2013 AX3",,,,,,,,,2.216911681634345
bK13A03Z,"       (2013 AZ3)","2013 AZ3",,,,,,,,,2.597584494820325
bK13A04H,"       (2013 AH4)","2013 AH4",,,,,,,,,1.781108167402335
bK13A10H,"       (2013 AH10)","2013 AH10",,,,,,,,,2.93332713989968
bK13A20A,"       (2013 AA20)","2013 AA20",,,,,,,,,2.567949146885656
bK13A20E,"       (2013 AE20)","2013 AE20",,,,,,,,,2.820939454869959
bK13A20G,"       (2019 MP)","2013 AG20",,,,,,,,,1.883076088012885
bK13A26H,"       (2013 AH26)","2013 AH26",,,,,,,,,1.871825938008856
bK13A27J,"       (2013 AJ27)","2013 AJ27",,,,,,,,,2.66123128012972
bK13A27K,"       (2013 AK27)","2013 AK27",,,,,,,,,1.681673648725083
bK13A31Y,"       (2013 AY31)","2013 AY31",,,,,,,,,1.999178574905897
bK13A32O,"       (2013 AO32)","2013 AO32",,,,,,,,,2.274185475721362
bK13A42M,"       (2013 AM42)","2013 AM42",,,,,,,,,2.246606774515424
bK13A50O,"       (2013 AO50)","2013 AO50",,,,,,,,,2.128692172536863
bK13A50W,"       (2013 AW50)","2013 AW50",,,,,,,,,1.854459013426988
bK13A50Y,"       (2013 AY50)","2013 AY50",,,,,,,,,2.343603576224602
bK13A51A,"       (2013 AA51)","2013 AA51",,,,,,,,,1.909730374767979
bK13A60D,"       (2013 AD60)","2013 AD60",,,,,,,,,2.61078924604976
bK13A60K,"       (2013 AK60)","2013 AK60",,,,,,,,,2.680694345636555
bK13A60Y,"       (2013 AY60)","2013 AY60",,,,,,,,,2.680058246889794
bK13A64T,"       (2013 AT64)","2013 AT64",,,,,,,,,1.866053397123262
bK13A64U,"       (2013 AU64)","2013 AU64",,,,,,,,,2.296220054853161
bK13A64V,"       (2013 AV64)","2013 AV64",,,,,,,,,1.971125964009477
bK13A64Y,"       (2013 AY64)","2013 AY64",,,,,,,,,1.828011609044658
bK13A71K,"       (2013 AK71)","2013 AK71",,,,,,,,,2.281356730075348
bK13A76M,"       (2013 AM76)","2013 AM76",,,,,,,,,1.915683204731558
bK13A76N,"       (2013 AN76)","2013 AN76",,,,,,,,,1.927042630314655
bK13A94D,"       (2013 AD94)","2013 AD94",,,,,,,,,1.86832736179819
bK13AA4H,"       (2013 AH104)","2013 AH104",,,,,,,,,1.864995042412886
bK13AB8U,"       (2013 AU118)","2013 AU118",,,,,,,,,2.384756372867983
bK13AE2W,"       (2013 AW142)","2013 AW142",,,,,,,,,1.863679178083372
bK13AE6H,"       (2013 AH146)","2013 AH146",,,,,,,,,1.982368244146521
bK13AE7R,"       (2013 AR147)","2013 AR147",,,,,,,,,2.579590125191434
bK13AF0D,"       (2013 AD150)","2013 AD150",,,,,,,,,2.60167366365243
bK13AF3G,"       (2013 AG153)","2013 AG153",,,,,,,,,2.343716004705173
bK13AF8T,"       (2013 AT158)","2013 AT158",,,,,,,,,2.656497012676556
bK13AH2D,"       (2013 AD172)","2013 AD172",,,,,,,,,1.790972631795842
bK13AH9E,"       (2013 AE179)","2013 AE179",,,,,,,,,2.596378184211318
bK13AI2G,"       (2013 AG182)","2013 AG182",,,,,,,,,2.268782493858093
bK13AI2Y,"       (2013 AY182)","2013 AY182",,,,,,,,,1.825159409699486
bK13B13E,"       (2013 BE13)","2013 BE13",,,,,,,,,3.030014444579279
bK13B16A,"       (2013 BA16)","2013 BA16",,,,,,,,,1.949447128012809
bK13B16L,"       (2013 BL16)","2013 BL16",,,,,,,,,1.922543282139527
bK13B16Q,"       (2013 BQ16)","2013 BQ16",,,,,,,,,2.669739960124812
bK13B17H,"       (2013 BH17)","2013 BH17",,,,,,,,,1.76963014275575
bK13B17M,"       (2013 BM17)","2013 BM17",,,,,,,,,1.864859442538702
bK13B19A,"       (2013 BA19)","2013 BA19",,,,,,,,,1.899208580613692
bK13B19D,"       (2013 BD19)","2013 BD19",,,,,,,,,3.136427712901713
bK13B19F,"       (2013 BF19)","2013 BF19",,,,,,,,,2.041376798869589
bK13B26K,"       (2013 BK26)","2013 BK26",,,,,,,,,1.676907116732277
bK13B26L,"       (2013 BL26)","2013 BL26",,,,,,,,,1.785116024866901
bK13B26O,"       (2013 BO26)","2013 BO26",,,,,,,,,2.254218168637717
bK13B26Q,"       (2013 BQ26)","2013 BQ26",,,,,,,,,2.966450047787009
bK13B26T,"       (2013 BT26)","2013 BT26",,,,,,,,,1.933450410079989
bK13B26Y,"       (2013 BY26)","2013 BY26",,,,,,,,,1.914491097615123
bK13B27C,"       (2013 BC27)","2013 BC27",,,,,,,,,1.991822017390763
bK13B44T,"       (2013 BT44)","2013 BT44",,,,,,,,,1.628417866601179
bK13B45A,"       (2013 BA45)","2013 BA45",,,,,,,,,1.938424286298893
bK13B45C,"       (2013 BC45)","2013 BC45",,,,,,,,,1.81420168205076
bK13B45X,"       (2013 BX45)","2013 BX45",,,,,,,,,2.601642892310553
bK13B73L,"       (2013 BL73)","2013 BL73",,,,,,,,,2.29158865341446
bK13B73M,"       (2013 BM73)","2013 BM73",,,,,,,,,1.847770782598627
bK13B73X,"       (2013 BX73)","2013 BX73",,,,,,,,,1.824048816308587
bK13B76J,"       (2013 BJ76)","2013 BJ76",,,,,,,,,2.582687380187705
bK13B80Q,"       (2013 BQ80)","2013 BQ80",,,,,,,,,1.770570404723517
bK13B80R,"       (2013 BR80)","2013 BR80",,,,,,,,,2.633060981895366
bK13B82R,"       (2013 BR82)","2013 BR82",,,,,,,,,2.062360000656811
bK13C01A,"       (2013 CA1)","2013 CA1",,,,,,,,,1.770301676457509
bK13C01C,"       (2013 CC1)","2013 CC1",,,,,,,,,1.962577006122215
bK13C01K,"       (2013 CK1)","2013 CK1",,,,,,,,,2.253568469010719
bK13C03G,"       (2013 CG3)","2013 CG3",,,,,,,,,2.21430972084896
bK13C21N,"       (2013 CN21)","2013 CN21",,,,,,,,,2.333797604762557
bK13C22A,"       (2013 CA22)","2013 CA22",,,,,,,,,1.726969741950589
bK13C22B,"       (2013 CB22)","2013 CB22",,,,,,,,,1.876721131668409
bK13C22F,"       (2013 CF22)","2013 CF22",,,,,,,,,1.84807418838636
bK13C22Z,"       (2013 CZ22)","2013 CZ22",,,,,,,,,1.867377740126309
bK13C24B,"       (2013 CB24)","2013 CB24",,,,,,,,,2.415483153223902
bK13C24K,"       (2013 CK24)","2013 CK24",,,,,,,,,2.778261130857758
bK13C27Z,"       (2013 CZ27)","2013 CZ27",,,,,,,,,1.758049330541253
bK13C32R,"       (2013 CR32)","2013 CR32",,,,,,,,,1.751563291136643
bK13C35P,"       (2013 CP35)","2013 CP35",,,,,,,,,2.777366221256683
bK13C35Y,"       (2013 CY35)","2013 CY35",,,,,,,,,1.881315543325273
bK13C36C,"       (2013 CC36)","2013 CC36",,,,,,,,,2.233209445688995
bK13C36D,"       (2013 CD36)","2013 CD36",,,,,,,,,2.887483867516423
bK13C36H,"       (2013 CH36)","2013 CH36",,,,,,,,,1.901672559312938
bK13C78L,"       (2013 CL78)","2013 CL78",,,,,,,,,1.978952207408992
bK13C82S,"       (2013 CS82)","2013 CS82",,,,,,,,,1.832088022564704
bK13C87U,"       (2013 CU87)","2013 CU87",,,,,,,,,1.938740543142328
bK13C87Y,"       (2013 CY87)","2013 CY87",,,,,,,,,1.899911712039356
bK13C88T,"       (2013 CT88)","2013 CT88",,,,,,,,,1.833448778269492
bK13C89E,"       (2013 CE89)","2013 CE89",,,,,,,,,1.910811648169069
bK13C89G,"       (2013 CG89)","2013 CG89",,,,,,,,,1.894949361177998
bK13C90F,"       (2013 CF90)","2013 CF90",,,,,,,,,2.3178637
bK13CA6W,"       (2013 CW106)","2013 CW106",,,,,,,,,2.274701509517052
bK13CB7W,"       (2013 CW117)","2013 CW117",,,,,,,,,2.198529709005883
bK13CC8D,"       (2013 CD128)","2013 CD128",,,,,,,,,2.337270402810589
bK13CC8E,"       (2013 CE128)","2013 CE128",,,,,,,,,2.612462797120304
bK13CC8J,"       (2013 CJ128)","2013 CJ128",,,,,,,,,1.996332725663483
bK13CC8L,"       (2013 CL128)","2013 CL128",,,,,,,,,1.707258224253245
bK13CC8P,"       (2013 CP128)","2013 CP128",,,,,,,,,1.912858155579886
bK13CC8R,"       (2013 CR128)","2013 CR128",,,,,,,,,1.868822401059242
bK13CC8V,"       (2013 CV128)","2013 CV128",,,,,,,,,1.784047284636294
bK13CC8W,"       (2013 CW128)","2013 CW128",,,,,,,,,1.894439673824651
bK13CC9C,"       (2013 CC129)","2013 CC129",,,,,,,,,1.765868353912538
bK13CC9O,"       (2013 CO129)","2013 CO129",,,,,,,,,2.622817602742836
bK13CC9P,"       (2013 CP129)","2013 CP129",,,,,,,,,2.6493262813579
bK13CD4C,"       (2013 CC134)","2013 CC134",,,,,,,,,1.869796345780695
bK13CD6Z,"       (2013 CZ136)","2013 CZ136",,,,,,,,,2.273781029499957
bK13CH3R,"       (2013 CR173)","2013 CR173",,,,,,,,,2.3319640
bK13D05N,"       (2013 DN5)","2013 DN5",,,,,,,,,2.6726171
bK13D11M,"       (2013 DM11)","2013 DM11",,,,,,,,,2.611933190297323
bK13D11U,"       (2013 DU11)","2013 DU11",,,,,,,,,1.991429226054491
bK13E00J,"       (2013 EJ)","2013 EJ",,,,,,,,,1.887686592388574
bK13E04T,"       (2013 ET4)","2013 ET4",,,,,,,,,1.781677510288839
bK13E04Y,"       (2013 EY4)","2013 EY4",,,,,,,,,1.8452679258093
bK13E05B,"       (2013 EB5)","2013 EB5",,,,,,,,,2.679342664838708
bK13E05C,"       (2013 EC5)","2013 EC5",,,,,,,,,3.088722826049235
bK13E11F,"       (2013 EF11)","2013 EF11",,,,,,,,,1.746928438093776
bK13E11G,"       (2013 EG11)","2013 EG11",,,,,,,,,1.91296790793543
bK13E11J,"       (2013 EJ11)","2013 EJ11",,,,,,,,,1.821197667174957
bK13E11K,"       (2013 EK11)","2013 EK11",,,,,,,,,1.813351103620453
bK13E11M,"       (2013 EM11)","2013 EM11",,,,,,,,,2.773771214771688
bK13E11Q,"       (2013 EQ11)","2013 EQ11",,,,,,,,,1.861923952364369
bK13E11R,"       (2013 ER11)","2013 ER11",,,,,,,,,2.266586330934153
bK13E17X,"       (2013 EX17)","2013 EX17",,,,,,,,,2.2889033
bK13E20P,"       (2013 EP20)","2013 EP20",,,,,,,,,1.947762860165319
bK13E20Q,"       (2013 EQ20)","2013 EQ20",,,,,,,,,1.617235300875107
bK13E23P,"       (2013 EP23)","2013 EP23",,,,,,,,,1.732402251258401
bK13E23U,"       (2013 EU23)","2013 EU23",,,,,,,,,1.868657328966233
bK13E28A,"       (2013 EA28)","2013 EA28",,,,,,,,,1.715297356364291
bK13E28B,"       (2013 EB28)","2013 EB28",,,,,,,,,2.597362066911021
bK13E28F,"       (2013 EF28)","2013 EF28",,,,,,,,,1.867055038009746
bK13E28H,"       (2013 EH28)","2013 EH28",,,,,,,,,2.573841771121014
bK13E28J,"       (2013 EJ28)","2013 EJ28",,,,,,,,,1.9017945
bK13E33N,"       (2013 EN33)","2013 EN33",,,,,,,,,2.27830349766554
bK13E41O,"       (2013 EO41)","2013 EO41",,,,,,,,,2.357647910695309
bK13E54O,"       (2013 EO54)","2013 EO54",,,,,,,,,1.84279785668718
bK13E89F,"       (2013 EF89)","2013 EF89",,,,,,,,,1.795625343178658
bK13E89G,"       (2013 EG89)","2013 EG89",,,,,,,,,2.957833068368358
bK13E89Q,"       (2013 EQ89)","2013 EQ89",,,,,,,,,1.976910282190955
bK13E89T,"       (2013 ET89)","2013 ET89",,,,,,,,,1.821564803680292
bK13EA4H,"       (2013 EH104)","2013 EH104",,,,,,,,,2.409713572999417
bK13EA5O,"       (2013 EO105)","2013 EO105",,,,,,,,,2.307717669715112
bK13EA6C,"       (2013 EC106)","2013 EC106",,,,,,,,,2.628423400435937
bK13EA8Y,"       (2013 EY108)","2013 EY108",,,,,,,,,2.924132020229143
bK13EC9F,"       (2013 EF129)","2013 EF129",,,,,,,,,2.352216742308911
bK13ED5L,"       (2013 EL135)","2013 EL135",,,,,,,,,2.092074707985219
bK13F05S,"       (2013 FS5)","2013 FS5",,,,,,,,,1.820882784787192
bK13F08F,"       (2013 FF8)","2013 FF8",,,,,,,,,2.648793408091615
bK13F08G,"       (2013 FG8)","2013 FG8",,,,,,,,,1.792506845979346
bK13F08H,"       (2013 FH8)","2013 FH8",,,,,,,,,1.806130991957237
bK13F08J,"       (2013 FJ8)","2013 FJ8",,,,,,,,,1.984102404752824
bK13F08K,"       (2013 FK8)","2013 FK8",,,,,,,,,1.826249349067084
bK13F09D,"       (2013 FD9)","2013 FD9",,,,,,,,,2.67066472539731
bK13F09G,"       (2013 FG9)","2013 FG9",,,,,,,,,1.820277855246318
bK13F09H,"       (2013 FH9)","2013 FH9",,,,,,,,,1.785424066504662
bK13F13V,"       (2013 FV13)","2013 FV13",,,,,,,,,1.780977186150009
bK13F13Z,"       (2013 FZ13)","2013 FZ13",,,,,,,,,2.598264300735817
bK13F14A,"       (2013 FA14)","2013 FA14",,,,,,,,,2.199518816628887
bK13F28W,"       (2013 FW28)","2013 FW28",,,,,,,,,1.561677243161591
bK13G00C,"       (2013 GC)","2013 GC",,,,,,,,,1.678309235167764
bK13G03J,"       (2013 GJ3)","2013 GJ3",,,,,,,,,1.914191791125835
bK13G03K,"       (2013 GK3)","2013 GK3",,,,,,,,,1.877826546315291
bK13G03L,"       (2013 GL3)","2013 GL3",,,,,,,,,2.573184491859096
bK13G07S,"       (2013 GS7)","2013 GS7",,,,,,,,,1.684866514345499
bK13G07T,"       (2013 GT7)","2013 GT7",,,,,,,,,1.725143015082851
bK13G08C,"       (2013 GC8)","2013 GC8",,,,,,,,,2.478976420638444
bK13G08D,"       (2013 GD8)","2013 GD8",,,,,,,,,1.982690206542821
bK13G08J,"       (2013 GJ8)","2013 GJ8",,,,,,,,,1.784483614008533
bK13G08P,"       (2013 GP8)","2013 GP8",,,,,,,,,2.714865901301859
bK13G17X,"       (2013 GX17)","2013 GX17",,,,,,,,,1.892443745747396
bK13G22S,"       (2013 GS22)","2013 GS22",,,,,,,,,1.776476166432164
bK13G22T,"       (2013 GT22)","2013 GT22",,,,,,,,,2.215857133730242
bK13G22U,"       (2013 GU22)","2013 GU22",,,,,,,,,1.815224148787897
bK13G22W,"       (2013 GW22)","2013 GW22",,,,,,,,,1.781746009572846
bK13G22Y,"       (2013 GY22)","2013 GY22",,,,,,,,,1.824628239368368
bK13G23B,"       (2013 GB23)","2013 GB23",,,,,,,,,1.871813552485523
bK13G23G,"       (2013 GG23)","2013 GG23",,,,,,,,,2.248631465290758
bK13G23J,"       (2013 GJ23)","2013 GJ23",,,,,,,,,1.888086353400592
bK13G23K,"       (2013 GK23)","2013 GK23",,,,,,,,,2.282641352855634
bK13G34Z,"       (2013 GZ34)","2013 GZ34",,,,,,,,,1.821180177018744
bK13G35A,"       (2013 GA35)","2013 GA35",,,,,,,,,2.203819080928271
bK13G35C,"       (2013 GC35)","2013 GC35",,,,,,,,,2.389871143332139
bK13G35D,"       (2013 GD35)","2013 GD35",,,,,,,,,1.857406947009551
bK13G35G,"       (2013 GG35)","2013 GG35",,,,,,,,,1.962534446076662
bK13G37K,"       (2013 GK37)","2013 GK37",,,,,,,,,2.411069998993014
bK13G65K,"       (2013 GK65)","2013 GK65",,,,,,,,,1.883438604572349
bK13G66F,"       (2013 GF66)","2013 GF66",,,,,,,,,1.946779685107728
bK13G67Q,"       (2013 GQ67)","2013 GQ67",,,,,,,,,2.990699576811612
bK13G68Q,"       (2013 GQ68)","2013 GQ68",,,,,,,,,3.145742582340423
bK13G69A,"       (2013 GA69)","2013 GA69",,,,,,,,,2.135879509168637
bK13G69B,"       (2013 GB69)","2013 GB69",,,,,,,,,2.41445617884139
bK13G69L,"       (2013 GL69)","2013 GL69",,,,,,,,,1.887689060325459
bK13G69O,"       (2013 GO69)","2013 GO69",,,,,,,,,1.704712093991493
bK13G74A,"       (2013 GA74)","2013 GA74",,,,,,,,,1.583818944160143
bK13G80F,"       (2013 GF80)","2013 GF80",,,,,,,,,1.732209739218056
bK13G80G,"       (2013 GG80)","2013 GG80",,,,,,,,,1.507900247157282
bK13G80J,"       (2013 GJ80)","2013 GJ80",,,,,,,,,2.676433340280151
bK13G81A,"       (2013 GA81)","2013 GA81",,,,,,,,,2.661743261425825
bK13G89T,"       (2013 GT89)","2013 GT89",,,,,,,,,2.569752885065364
bK13G91Y,"       (2013 GY91)","2013 GY91",,,,,,,,,3.146653259683894
bK13G92N,"       (2013 GN92)","2013 GN92",,,,,,,,,2.375936420020207
bK13GA8Q,"       (2013 GQ108)","2013 GQ108",,,,,,,,,2.250229395751059
bK13GB2A,"       (2013 GA112)","2013 GA112",,,,,,,,,2.140972471871415
bK13GC5B,"       (2013 GB125)","2013 GB125",,,,,,,,,1.846827851672046
bK13H00E,"       (2013 HE)","2013 HE",,,,,,,,,2.0201655
bK13H00H,"       (2013 HH)","2013 HH",,,,,,,,,1.8985748
bK13H00L,"       (2013 HL)","2013 HL",,,,,,,,,1.8063862
bK13H07G,"       (2013 HG7)","2013 HG7",,,,,,,,,1.87194642471944
bK13H07J,"       (2013 HJ7)","2013 HJ7",,,,,,,,,2.720937840707649
